graph,n,prc,phase_length,delay,initial_positions,lambda2,converged,steps_to_converge,repeated,steps_to_repeat
dumbbell,10,x,10,5,constrained_first_half,0.06308332518322772,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.06308332518322772,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.06308332518322772,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.06308332518322772,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.06308332518322772,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.06308332518322772,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.06308332518322772,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.06308332518322772,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.06308332518322772,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.06308332518322772,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.06308332518322772,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.06308332518322772,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.06308332518322772,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.06308332518322772,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.06308332518322772,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.06308332518322772,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.06308332518322772,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.06308332518322772,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.06308332518322772,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.06308332518322772,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.06308332518322772,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.06308332518322772,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.06308332518322772,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.06308332518322772,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.049015748435131054,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.03912012482737488,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,46,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.031915383579931046,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,16,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,6,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,26,0,
dumbbell,10,x,10,5,constrained_first_half,0.026516337541186444,1,26,0,
