graph,c,n,prc,phase_length,delay,initial_positions,lambda2,converged,steps_to_converge,repeated,steps_to_repeat
dumbbell,9,10,x,10,5,random,0.03912012482737488,0,,1,208.0
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,27.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,67.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,67.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,27.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,47.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,67.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,47.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,67.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,47.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,67.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,27.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,77.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,47.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,84.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,47.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,47.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,47.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,47.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,103.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,27.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,67.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,47.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,77.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,27.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,0,,1,67.0
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,47.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,47.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,27.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,47.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,47.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,27.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,67.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,47.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,93.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,47.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,27.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,86.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,27.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,47.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,57.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,103.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,67.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,67.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,67.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,85.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,47.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,0,,1,208.0
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,57.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,27.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,47.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,47.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,47.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,37.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,67.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,67.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,95.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,57.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,27.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,27.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,85.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,27.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,47.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,47.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,47.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,37.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,85.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,67.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,47.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,47.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,27.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,47.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,47.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,47.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,67.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,47.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,87.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,27.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,47.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,27.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,48.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,27.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,27.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,47.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,47.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,133.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,37.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,27.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,0,,1,37.0
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,47.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,47.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,0,,1,207.0
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,47.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,94.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,27.0,0,
dumbbell,9,10,x,10,5,random,0.03912012482737488,1,47.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,27.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,27.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,27.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,27.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,37.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,27.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,47.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,107.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,27.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,67.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,77.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,47.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,47.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,27.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,105.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,0,,1,247.0
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,47.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,57.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,67.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,0,,1,228.0
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,87.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,47.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,67.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,27.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,105.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,0,,1,227.0
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,47.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,37.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,47.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,47.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,27.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,47.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,0,,1,234.0
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,37.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,67.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,87.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,104.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,0,,1,247.0
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,67.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,37.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,104.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,27.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,47.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,47.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,47.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,67.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,104.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,47.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,67.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,47.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,47.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,27.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,47.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,47.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,27.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,57.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,37.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,47.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,47.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,47.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,47.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,47.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,67.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,37.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,27.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,37.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,47.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,47.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,67.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,47.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,27.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,27.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,47.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,87.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,47.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,47.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,47.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,47.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,87.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,27.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,47.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,27.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,37.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,67.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,27.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,27.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,47.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,67.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,27.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,37.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,27.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,47.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,27.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,27.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,27.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,67.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,107.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,47.0,0,
dumbbell,10,10,x,10,5,random,0.031915383579931046,0,,1,217.0
dumbbell,10,10,x,10,5,random,0.031915383579931046,1,47.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,105.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,47.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,47.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,0,,1,247.0
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,67.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,105.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,47.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,67.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,104.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,27.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,67.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,47.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,27.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,47.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,47.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,104.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,27.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,67.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,47.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,104.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,0,,1,37.0
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,107.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,87.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,0,,1,264.0
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,47.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,27.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,47.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,57.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,105.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,104.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,47.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,114.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,47.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,47.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,37.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,105.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,114.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,47.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,105.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,0,,1,248.0
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,67.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,47.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,47.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,27.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,37.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,87.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,47.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,143.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,27.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,47.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,67.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,47.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,37.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,47.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,104.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,87.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,27.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,103.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,27.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,67.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,47.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,67.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,27.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,105.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,47.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,114.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,104.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,37.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,192.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,103.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,47.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,67.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,105.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,47.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,67.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,27.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,107.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,47.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,47.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,107.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,57.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,47.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,37.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,27.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,47.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,37.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,153.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,0,,1,77.0
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,47.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,67.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,47.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,27.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,47.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,47.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,37.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,67.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,107.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,47.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,57.0,0,
dumbbell,11,10,x,10,5,random,0.026516337541186444,1,67.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,37.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,67.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,47.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,107.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,47.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,47.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,47.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,27.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,144.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,125.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,107.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,47.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,47.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,77.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,47.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,67.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,57.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,67.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,114.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,57.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,47.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,47.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,47.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,67.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,47.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,47.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,67.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,47.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,47.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,57.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,47.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,27.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,47.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,87.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,47.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,37.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,127.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,124.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,27.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,218.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,67.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,67.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,7.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,127.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,67.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,27.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,57.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,47.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,47.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,47.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,47.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,57.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,0,,1,77.0
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,47.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,47.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,47.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,67.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,27.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,47.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,125.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,47.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,47.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,143.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,47.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,27.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,47.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,27.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,87.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,67.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,67.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,125.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,87.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,67.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,67.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,47.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,77.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,125.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,67.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,124.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,27.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,47.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,47.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,27.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,27.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,57.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,107.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,67.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,87.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,47.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,87.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,114.0,0,
