graph,c,n,prc,phase_length,delay,initial_positions,lambda2,converged,steps_to_converge,repeated,steps_to_repeat
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,27.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,47.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,47.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,27.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,125.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,47.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,47.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,67.0,0,
dumbbell,12,10,x,10,5,random,0.022370803774385963,1,47.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,67.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,125.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,67.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,27.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,67.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,47.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,47.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,47.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,47.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,67.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,67.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,47.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,117.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,47.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,67.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,67.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,87.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,27.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,0,,1,307.0
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,87.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,57.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,27.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,47.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,27.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,47.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,47.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,27.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,47.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,0,,1,314.0
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,47.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,37.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,67.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,0,,1,287.0
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,47.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,37.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,154.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,67.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,247.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,47.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,47.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,47.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,27.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,47.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,67.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,143.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,67.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,67.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,124.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,27.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,125.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,67.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,27.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,47.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,124.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,67.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,67.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,135.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,127.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,0,,1,287.0
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,87.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,114.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,47.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,47.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,67.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,47.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,47.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,87.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,28.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,47.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,57.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,37.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,87.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,87.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,27.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,27.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,47.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,0,,1,364.0
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,37.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,47.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,47.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,173.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,47.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,57.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,0,,1,307.0
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,27.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,47.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,134.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,47.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,134.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,47.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,47.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,47.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,27.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,47.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,47.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,47.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,47.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,67.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,47.0,0,
dumbbell,13,10,x,10,5,random,0.01912113052718535,1,67.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,67.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,47.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,47.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,27.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,87.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,0,,1,327.0
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,27.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,47.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,145.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,97.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,67.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,47.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,47.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,67.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,47.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,0,,1,317.0
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,47.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,47.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,37.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,87.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,145.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,47.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,27.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,47.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,47.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,0,,1,327.0
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,27.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,67.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,57.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,57.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,47.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,154.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,67.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,47.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,47.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,0,,1,385.0
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,67.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,27.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,143.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,47.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,47.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,57.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,47.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,87.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,47.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,127.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,27.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,57.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,144.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,145.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,135.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,47.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,47.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,47.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,47.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,47.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,47.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,143.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,87.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,67.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,67.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,87.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,135.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,67.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,47.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,144.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,27.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,27.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,47.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,27.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,154.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,144.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,47.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,67.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,67.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,183.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,57.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,143.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,144.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,47.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,27.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,57.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,67.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,27.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,163.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,67.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,67.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,67.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,135.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,145.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,47.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,87.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,0,,1,163.0
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,47.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,47.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,67.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,87.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,87.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,67.0,0,
dumbbell,14,10,x,10,5,random,0.016527953119123764,1,47.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,67.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,47.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,37.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,144.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,0,,1,329.0
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,145.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,67.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,57.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,47.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,27.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,87.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,67.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,47.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,47.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,47.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,144.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,67.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,144.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,47.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,67.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,67.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,37.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,87.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,145.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,47.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,145.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,153.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,27.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,47.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,47.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,47.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,67.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,47.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,67.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,47.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,47.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,0,,1,327.0
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,163.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,27.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,47.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,57.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,107.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,47.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,47.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,47.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,145.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,47.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,47.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,67.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,223.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,153.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,27.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,47.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,67.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,47.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,47.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,47.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,154.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,47.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,144.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,47.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,47.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,107.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,67.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,47.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,67.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,67.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,27.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,47.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,47.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,67.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,67.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,77.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,47.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,67.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,37.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,67.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,144.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,47.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,27.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,27.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,67.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,47.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,183.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,47.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,67.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,47.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,272.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,67.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,87.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,87.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,47.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,144.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,47.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,47.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,87.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,37.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,0,,1,337.0
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,67.0,0,
dumbbell,15,10,x,10,5,random,0.014426433892470784,1,27.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,37.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,47.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,165.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,47.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,47.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,164.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,27.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,87.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,47.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,67.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,165.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,47.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,107.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,0,,1,367.0
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,67.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,47.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,47.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,47.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,37.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,67.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,164.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,47.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,47.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,27.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,27.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,87.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,87.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,67.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,27.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,164.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,47.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,57.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,67.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,87.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,164.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,47.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,67.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,37.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,127.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,87.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,47.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,87.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,27.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,47.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,47.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,0,,1,387.0
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,164.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,47.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,47.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,27.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,107.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,107.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,47.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,0,,1,349.0
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,97.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,0,,1,367.0
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,27.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,47.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,67.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,27.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,47.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,77.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,47.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,87.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,47.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,173.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,47.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,107.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,107.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,173.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,47.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,87.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,67.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,67.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,47.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,77.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,27.0,0,
dumbbell,16,10,x,10,5,random,0.012700185808080269,1,165.0,0,
